거주동 코드,거주동 이름,대표_편도통근시간_분,대표_편도통근거리_km,대표_편도교통비_원,월_통근시간_분,월_통근시간_시간,월_통근교통비_원,월_통근시간_기회비용_원,주요_출근목적지_목록,주요목적지_누적출근비중,거주동_전체_출근량,선택목적지_출근량합,API_경로포함률,교통비_산출포함률,내부통근비중,대표_편도도보시간_분,도보시간_산출포함률,대표_편도환승횟수,환승횟수_산출포함률,월평균_출근일수_가정,시간가치_원_시간
11560610,양평1동,27.4121883392,6.995264074902,1563.9643917339174,1151.3119102464,19.18853183744,65686.50445282453,198025.64856238078,"여의동, 양평1동, 문래동, 영등포동, 당산1동",0.8029345823285425,1247274.6,1001479.91,1.0,0.9253205388813042,0.07467946111869582,8.14211441042906,0.9253205388813042,0.4827480756019963,0.9253205388813042,21.0,10320.0
11560620,양평2동,27.528398353,7.3951084601789,1618.7396701503726,1156.1927308260001,19.269878847100003,67987.06614631564,198865.14970207203,"여의동, 양평2동, 당산2동, 영등포동, 역삼1동",0.8010039520342888,1442158.54,1155174.69,1.0,0.907079967273175,0.09292003272682507,8.794946732372008,0.907079967273175,0.45486759712484015,0.907079967273175,21.0,10320.0
11560630,신길1동,25.801837791100002,6.0193287086192,1573.9131916487734,1083.6771872262002,18.061286453770002,66104.35404924848,186392.47620290643,"여의동, 신길1동, 한강로동, 종로1.2.3.4가동, 영등포동",0.8019678964046673,1237839.55,992707.58,1.0,0.9460310860122575,0.05396891398774249,10.744192483735471,0.9460310860122575,0.37143458602999413,0.9460310860122575,21.0,10320.0
11560650,신길3동,25.9081713924,6.6727171432215995,1595.6693463582926,1088.1431984808,18.13571997468,67018.1125470483,187160.6301386976,"여의동, 영등포동, 가산동, 신길3동, 역삼1동",0.801162576380144,591168.04,473621.71,1.0,0.9575666411068867,0.04243335889311324,7.297583134291488,0.9575666411068867,0.5987767013397971,0.9575666411068867,21.0,10320.0
11560660,신길4동,25.8112870246,6.631725556776,1569.421620304845,1084.0740550332,18.06790091722,65915.70805280349,186460.7374657104,"여의동, 가산동, 영등포동, 구로3동, 신길1동",0.8006435948597262,565691.28,452917.1,1.0,0.9735075580056483,0.026492441994351724,7.486916904753333,0.9735075580056483,0.6139502770163415,0.9735075580056483,21.0,10320.0
11560670,신길5동,25.0713228157,6.7632217663055,1555.4610661162478,1052.9955582594,17.54992597099,65329.36477688241,181115.2360206168,"여의동, 가산동, 신길5동, 역삼1동, 영등포동",0.8011201221575792,464645.75,372237.06,1.0,0.9573944894148907,0.04260551058510939,5.880201378226051,0.9573944894148907,0.8134907025314236,0.9573944894148907,21.0,10320.0
11560680,신길6동,25.9925258655,7.47547647559,1641.1101477607117,1091.686086351,18.194768105850002,68926.6262059499,187770.00685237203,"여의동, 가산동, 역삼1동, 신길6동, 구로3동",0.8031365106594166,1063568.52,854190.71,1.0,0.9576185510142109,0.04238144898578913,8.792229054123597,0.9576185510142109,0.5284422223395503,0.9576185510142109,21.0,10320.0
11560690,신길7동,24.719422645999998,6.268396347213,1563.354975691868,1038.215751132,17.303595852199997,65660.90897905845,178573.10919470398,"여의동, 가산동, 신길7동, 역삼1동, 신길6동",0.8021250985213642,871092.79,698725.39,1.0,0.9526502965635755,0.04734970343642443,8.236921965901171,0.9526502965635755,0.6325801934063257,0.9526502965635755,21.0,10320.0
11560700,대림1동,28.4702854708,6.5910613679264,1527.0300714978814,1195.7519897736,19.929199829559998,64135.26300291102,205669.34224105917,"가산동, 구로3동, 여의동, 대림1동, 대림3동",0.8007732444950741,622452.54,498443.33999999997,1.0,0.9471623193922102,0.05283768060778985,8.913242925317775,0.9471623193922102,0.671585566541693,0.9471623193922102,21.0,10320.0
11560710,대림2동,28.2183140412,7.8319752209799,1580.443846351744,1185.1691897304,19.75281982884,66378.64154677324,203849.1006336288,"구로3동, 가산동, 여의동, 역삼1동, 대림2동",0.8012151060724739,578803.79,463746.33999999997,1.0,0.958613991433334,0.041386008566665994,10.713384007330417,0.958613991433334,0.4246791049168344,0.958613991433334,21.0,10320.0
11560720,대림3동,27.3177158747,7.2712515333106005,1582.2806390393148,1147.3440667374,19.12240111229,66455.78683965122,197343.17947883278,"대림3동, 여의동, 가산동, 구로5동, 구로3동",0.8014178831867368,1068169.8,856050.38,1.0,0.9172086694243392,0.08279133057566075,6.065002327114941,0.9172086694243392,1.023107980433722,0.9172086694243392,21.0,10320.0
11590510,노량진1동,26.017253587,6.0221397274371995,1609.166251511222,1092.724650654,18.2120775109,67584.98256347133,187948.639912488,"노량진1동, 여의동, 노량진2동, 역삼1동, 한강로동",0.8011174129712736,1686694.22,1351240.11,1.0,0.86286958281604,0.13713041718396,10.021395552284918,0.86286958281604,0.3851496582502035,0.86286958281604,21.0,10320.0
11590520,노량진2동,28.8287803496,6.8636271606712,1536.8753092091304,1210.8087746832,20.18014624472,64548.76298678348,208259.1092455104,"여의동, 노량진2동, 노량진1동, 종로1.2.3.4가동, 상도2동",0.8008907006521152,498387.42,399153.85,1.0,0.9253243580138336,0.0746756419861665,12.043452328107335,0.9253243580138336,0.42057765277320747,0.9253243580138336,21.0,10320.0
