근무동코드,분석후보수,중앙값_10만원절감당_통근시간증가_분,평균_10만원절감당_통근시간증가_분,중앙값_10만원절감당_월교통비증가_원,중앙값_10만원절감당_시간비용증가_원,중앙값_실질순절감액_원,월세착시비율
1150052000,13,11.303785294501495,11.309348758860672,0.0,81658.54496747883,18497.572443493817,0.46153846153846156
1150053000,2,11.521797238990652,11.521797238990652,0.0,83233.46325446847,20933.170212947094,0.5
1150053500,13,12.926550090843126,14.318393146697627,0.0,93381.39785625075,8601.870973582772,0.46153846153846156
1150054000,11,8.300247491233387,8.11820329656269,0.0,59960.98787667,62484.574472475884,0.2727272727272727
1150055000,2,4.536229766290368,4.536229766290368,0.0,32769.723831681615,109428.40445671172,0.0
1150056000,7,4.0905400714047015,4.90412806868016,0.0,29550.061475827566,113774.97447247591,0.0
1150057000,1,4.419285556946364,4.419285556946364,0.0,31924.91886338054,130934.78169830979,0.0
1150059000,3,-1.3913752921335978,-0.32718609889711087,-5591.719100362495,-10051.29511037312,161062.11969460355,0.0
1150059100,7,8.112630480004743,5.351539406007545,-3224.4907767869126,58605.64258755426,53120.08488915872,0.0
1150059300,17,10.659708428513317,10.773706279029769,1841.6936081494168,77005.73368758023,27236.8269822858,0.4117647058823529
1150060300,49,21.76123572472522,23.5889803040517,5394.184371684935,157203.166875415,-93443.38611648377,0.8367346938775511
1150060400,4,4.742090488345936,5.940787457675897,0.0,34256.86168781106,100581.65033528808,0.0
1150060500,5,14.474158140300101,18.8625074992997,0.0,104561.31840552793,-8603.194138400548,0.6
1150061100,14,10.294537571794258,13.221759417940095,0.0,74367.73941864175,29261.275972162504,0.42857142857142855
1150061500,5,5.765155698155478,5.960419751222169,0.0,41647.484763475186,106200.96283966434,0.0
1150062000,16,15.218349948498766,13.810487056584332,2584.6132670828547,109937.36002795507,-14978.402076909842,0.5
1150063000,7,1.1558117558276593,0.085915727521006,0.0,8349.584124099,171503.67312294524,0.0
1150064000,7,1.0300628437037398,2.24663062315157,3319.2785140645974,7441.173982915831,118460.35660522182,0.0
1150064100,2,-9.734823050576912,-9.734823050576912,434.0683067420081,-70324.36171736763,240534.2312515175,0.0
1153051000,8,-1.049029060334123,-0.29507739248736564,0.0,-7578.1859318537245,151498.30715543323,0.0
1153052000,1,-5.794867941771839,-5.794867941771839,0.0,-41862.12601135977,173812.60536071623,0.0
1153053000,4,6.4237246977938804,5.351053495446557,0.0,46404.98721686296,62253.64240994223,0.0
1153054000,20,25.255717189483843,19.64204213571761,8147.28815735546,182447.30097683123,-113246.6074007391,0.55
1153055000,1,-0.9650310541095004,-0.9650310541095004,0.0,-6971.384334887033,144101.89085953872,0.0
1153056000,11,3.3796480906241806,2.7473070167272677,0.0,24414.57780666907,114060.88529021759,0.18181818181818182
1153059500,2,-0.8200382808195024,-0.8200382808195024,0.0,-5923.956540640094,126427.70173998504,0.0
1153072000,3,-6.9702433049428665,1.5379531504199189,0.0,-50353.03763490726,174652.68742026185,0.3333333333333333
1153073000,1,-2.2641113192569104,-2.2641113192569104,1836.5566660572838,-16355.940170311915,154269.85268666607,0.0
1153074000,1,-5.427011564413631,-5.427011564413631,0.0,-39204.73154132407,194942.6396382429,0.0
1153075000,1,3.1233701804293164,3.1233701804293164,0.0,22563.22618342139,104129.33185682322,0.0
1153076000,1,3.049004223752427,3.049004223752427,0.0,22026.006512387517,104851.73185682326,0.0
1153077000,1,0.7423315800842327,0.7423315800842327,0.0,5362.603334528497,127486.69085953874,0.0
1153078000,1,0.7423315800842327,0.7423315800842327,0.0,5362.603334528497,127486.69085953874,0.0
1153079000,1,4.776319336336383,4.776319336336383,0.0,34504.13088569403,82275.74142629723,0.0
1154551000,6,11.358387926743918,17.219677967434738,0.0,82052.99438279808,25304.33247209314,0.5
1154561000,5,15.365721757738434,20.92482856788999,0.0,111001.97397790242,-16038.570852091652,0.6
1154567000,1,10.923627749053523,10.923627749053523,3730.0192313841308,78912.28685916269,19544.755642627308,0.0
1154569000,1,16.436572904103205,16.436572904103205,0.0,118737.80265924156,-19380.11330376455,1.0
1156051500,2,-13.786927576313287,-13.786927576313287,-6186.34637731284,-99596.76481128717,219624.15614614592,0.0
